Address,Size,Function,stack,name
0x0000000000006420,40,alloc::vec::Vec<T>::new::h913aab1c5b76b0be,,
0x0000000000006610,40,<alloc::vec::Vec<T> as core::ops::deref::Deref>::deref::hca5f828a80d3d89f,,
0x0000000000006660,40,<alloc::vec::Vec<T> as core::ops::deref::DerefMut>::deref_mut::h80f20986063ccae2,,
0x0000000000007340,40,alloc::boxed::Box<T>::into_unique::h58c21f788a43a3a2,,
0x00000000000074d0,40,<alloc::boxed::Box<T> as core::fmt::Pointer>::fmt::hf4b84e0717ec1390,,
0x00000000000075c0,40,core::ptr::swap_nonoverlapping_one::he4a4b8bc39019b9c,,
0x0000000000007da0,40,<x86_64::structures::paging::page::Page<S> as core::clone::Clone>::clone::hd096de1f0271854e,,
0x0000000000007eb0,40,<x86_64::structures::paging::page::Page<S> as core::cmp::PartialOrd>::le::{{closure}}::h3aa72f2e800def2b,,
0x0000000000007f50,40,<&T as core::fmt::Pointer>::fmt::h05a7d39380d7a3c3,,
0x00000000000092a0,40,core::result::Result<T,E>::expect::h4a19563f314e9194,
0x0000000000009620,40,core::cmp::Ord::max::h4b60951fc400ce95,,
0x00000000000096e0,40,core::cmp::Ordering::then_with::hf64069fc09c20563,,
0x0000000000009c10,40,core::cell::Cell<T>::replace::h5f67675a3cb06234,,
0x0000000000009c70,40,core::alloc::size_align::h55216943c39578dc,,
0x0000000000009ff0,40,<alloc::alloc::Global as core::alloc::Alloc>::dealloc::h611e0bf376a32efa,,
0x000000000000a140,40,alloc::alloc::alloc::h10ff562686dfc2ac,,
0x000000000000a320,40,blog_os::memory::init::hae11ac20aa595bdf,,
0x000000000000a650,40,core::iter::traits::iterator::Iterator::filter::h6ff9e751214562f0,,
0x000000000000a770,40,core::slice::<impl [T]>::get_unchecked_mut::ha91508bc6f7867df,,
0x000000000000a7b0,40,core::slice::<impl [T]>::get_unchecked_mut::hefd18aff34593f53,,
0x000000000000a830,40,<usize as core::slice::SliceIndex<[T]>>::get_unchecked_mut::h9dcaf678fa171468,,
0x000000000000b290,40,core::ptr::swap_nonoverlapping_one::h22a52f81423b5372,,
0x000000000000b500,40,__rg_alloc,,
0x000000000000b9e0,40,spin::mutex::Mutex<T>::lock::h18c81c7ed7a29dd4,,
0x000000000000ba40,40,spin::mutex::Mutex<T>::lock::hcee998c41a5a9984,,
0x000000000000baa0,40,spin::mutex::Mutex<T>::lock::hde7ab55fc950bfbf,,
0x000000000000bc30,40,core::iter::traits::iterator::Iterator::map::h7aeda69dc18c79ef,,
0x000000000000bc70,40,core::iter::traits::iterator::Iterator::map::hab4172d8edb1c226,,
0x000000000000bda0,40,core::iter::traits::iterator::Iterator::flat_map::hb476e1814f8faa9e,,
0x000000000000bdd0,40,core::iter::adapters::StepBy<I>::new::h8c5e128dcee724ac,,
0x000000000000be50,40,core::iter::adapters::Map<I,F>::new::h08c93daa72d5a861,
0x000000000000bee0,40,core::iter::adapters::Map<I,F>::new::h37342228411fbf7a,
0x000000000000bf10,40,core::iter::adapters::Filter<I,P>::new::h9800b22dea08a27c,
0x000000000000c010,40,<core::iter::adapters::Map<I,F> as core::iter::traits::iterator::Iterator>::next::h12f439fa7cf10d6a,
0x000000000000c0b0,40,<core::iter::adapters::Map<I,F> as core::iter::traits::iterator::Iterator>::next::h9a4e8a0043bb4901,
0x000000000000c3f0,40,core::option::Option<T>::ok_or::h604b26e0178464c4,,
0x000000000000dda0,40,core::iter::traits::iterator::Iterator::step_by::h8edc718ab575e4da,,
0x000000000000df70,40,core::sync::atomic::AtomicBool::compare_and_swap::h618de9b25a41ea2c,,
0x000000000000e060,40,core::sync::atomic::AtomicBool::compare_exchange::h384b964f36eba0da,,
0x000000000000e140,40,core::sync::atomic::AtomicBool::load::h540852497e39d662,,
0x000000000000e310,40,core::sync::atomic::AtomicUsize::load::h03510b523f3872ad,,
0x000000000000e350,40,core::sync::atomic::AtomicUsize::store::h44aa8c1cdca4e823,,
0x000000000000e400,40,core::sync::atomic::atomic_load::h9bf6efe68a5a722c,,
0x000000000000e920,40,core::iter::traits::iterator::Iterator::try_for_each::call::{{closure}}::h8dda21f6df1fc007,,
0x000000000000f310,40,spin::once::Once<T>::force_get::h20fc04b6176359ce,,
0x000000000000f380,40,spin::once::Once<T>::force_get::h358cbdec9cfd25c6,,
0x000000000000f3f0,40,spin::once::Once<T>::force_get::h7e3e1c3a352debdb,,
0x000000000000f460,40,spin::once::Once<T>::force_get::ha8d6ca5a71c095fb,,
0x000000000000f5c0,40,core::intrinsics::copy_nonoverlapping::h3f45aadc411d050e,,
0x000000000000f6a0,40,core::intrinsics::is_aligned_and_not_null::hb9aed0f9da75ed3d,,
0x000000000000ff90,40,x86_64::instructions::interrupts::without_interrupts::h97db87127b6c68ee,,
0x0000000000010150,40,<&mut W as core::fmt::Write>::write_str::h167fc45c86e103a2,,
0x0000000000010c60,40,core::ops::function::impls::<impl core::ops::function::FnOnce<A> for &mut F>::call_once::h2b5f7a805c62684c,,
0x0000000000010ca0,40,core::ops::function::impls::<impl core::ops::function::FnOnce<A> for &mut F>::call_once::h693a43d21fd7802e,,
0x0000000000010ce0,40,core::ops::function::impls::<impl core::ops::function::FnOnce<A> for &mut F>::call_once::h7d0e9856771f3f6c,,
0x0000000000010dd0,40,blog_os::memory::BootInfoFrameAllocator::usable_frames::{{closure}}::h5468a509c5a433a7,,
0x0000000000010e10,40,blog_os::memory::BootInfoFrameAllocator::usable_frames::{{closure}}::h13076a5fe3d95349,,
0x0000000000011110,40,<core::iter::LoopState<C,B> as core::ops::try::Try>::into_result::hefb4dcd805e7100d,
0x00000000000118f0,40,<blog_os::vga_buffer::Writer as core::fmt::Write>::write_str::hb9d878c3c6eeb4a3,,
0x00000000000123c0,40,core::iter::traits::iterator::Iterator::cloned::haa8375d270dd6edc,,
0x0000000000012d80,40,core::cmp::Ord::min::ha0aebd4cdfbef31e,,
0x0000000000012e40,40,core::option::Option<T>::unwrap::hd681bbdf07bb9889,,
0x00000000000132f0,40,core::ptr::swap_nonoverlapping_one::h52e45883b8bf3c34,,
0x0000000000013750,40,core::intrinsics::copy_nonoverlapping::h8929168e91c6111b,,
0x0000000000013830,40,core::intrinsics::copy_nonoverlapping::hcaf00fddc1149441,,
0x0000000000013900,40,core::intrinsics::is_aligned_and_not_null::h3a3d51da5f791bc8,,
0x0000000000013990,40,core::intrinsics::is_aligned_and_not_null::hb3f0166e077dd87a,,
0x0000000000013a20,40,core::intrinsics::is_aligned_and_not_null::hfe98e40c6ecfa8af,,
0x0000000000014140,40,pc_keyboard::ConsumeState::extract_state::h48e38fd25ef81397,,
0x00000000000189b0,40,core::iter::traits::iterator::Iterator::try_for_each::call::{{closure}}::hb9baf114bfa40f83,,
0x0000000000019080,40,<x86_64::structures::paging::page_table::PageTable as core::ops::index::Index<ux::u9>>::index::h0420cb72e093a0f1,,
0x0000000000019100,40,<x86_64::structures::paging::page_table::PageTable as core::ops::index::IndexMut<ux::u9>>::index_mut::h2a5bc87a2e5e3552,,
0x00000000000191b0,40,x86_64::structures::paging::page_table::PageTableFlags::from_bits_truncate::hbe39ca36ce914e5a,,
0x00000000000196c0,40,core::fmt::num::<impl core::fmt::Debug for u64>::fmt::h66a1570f2f4d5813,,
0x0000000000019830,40,x86_64::structures::paging::frame::PhysFrame<S>::containing_address::h9d2e11a84e3e8faf,,
0x0000000000019890,40,x86_64::registers::rflags::RFlags::from_bits_truncate::h144e6b533d1b085b,,
0x0000000000019bb0,40,core::option::Option<T>::unwrap::h24a6444422b17239,,
0x0000000000019ec0,40,x86_64::structures::paging::page::Page<S>::containing_address::h4e6a5897ef63feb1,,
0x000000000001a850,40,x86_64::structures::idt::Entry<F>::set_handler_addr::h827843cb1aecf88b,,
0x000000000001a8f0,40,x86_64::structures::idt::Entry<F>::set_handler_addr::h8f0ec517bd594211,,
0x000000000001a990,40,x86_64::structures::idt::Entry<F>::set_handler_addr::ha771396d28ecd793,,
0x000000000001b6a0,40,x86_64::registers::control::Cr3Flags::from_bits_truncate::h25007d0a1c8c63c9,,
0x000000000001bd10,40,x86_64::addr::VirtAddr::new::h5d59643ff3ef3fea,,
0x000000000001c030,40,x86_64::addr::VirtAddr::p2_index::h9ad9e5fbf0cc8382,,
0x000000000001c0b0,40,x86_64::addr::VirtAddr::p3_index::h357f52700f029c4d,,
0x000000000001c2d0,40,<x86_64::addr::VirtAddr as core::ops::arith::Add<u64>>::add::h1bf75b228d285226,,
0x000000000001c320,40,<x86_64::addr::VirtAddr as core::ops::arith::Add<usize>>::add::hf65955bce924731e,,
0x000000000001c660,40,x86_64::addr::PhysAddr::is_aligned::h0c28006e3483880a,,
0x000000000001c6b0,40,x86_64::addr::align_down::hc0d236d63d53a9c0,,
0x000000000001d9c0,40,core::fmt::num::<impl core::fmt::Debug for u64>::fmt::h98f06e23a5dc3c9c,,
0x000000000001dac0,40,core::ptr::swap_nonoverlapping_one::h46ea451513912d37,,
0x000000000001df30,40,core::mem::take::h3a84311b891256d0,,
0x000000000001e0c0,40,core::ptr::non_null::NonNull<T>::new::h5a2021fd49daec9b,,
0x000000000001e160,40,linked_list_allocator::Heap::init::h134180452404e856,,
0x000000000001e5d0,40,linked_list_allocator::align_up::hd22bc3d53efc273d,,
0x000000000001f790,40,linked_list_allocator::hole::deallocate::{{closure}}::hcfc1ec8abfdcda4d,,
0x000000000001f800,40,core::sync::atomic::AtomicBool::compare_and_swap::hb28a9345fad25435,,
0x000000000001f8f0,40,core::sync::atomic::AtomicBool::compare_exchange::h8d1a0c60d02fc749,,
0x000000000001f9a0,40,core::sync::atomic::AtomicBool::load::hbe32a4576b89e93d,,
0x000000000001fac0,40,core::sync::atomic::atomic_store::h997498649750af7c,,
0x000000000001ff90,40,core::intrinsics::copy_nonoverlapping::hbb3bf8992d5b0a10,,
0x0000000000020060,40,core::intrinsics::copy_nonoverlapping::hd2a2751acbbf39e3,,
0x0000000000020140,40,core::intrinsics::is_aligned_and_not_null::h706f898e52d0840e,,
0x00000000000201d0,40,core::intrinsics::is_aligned_and_not_null::h8712b0d6771b1fd7,,
0x0000000000020780,40,core::option::Option<T>::unwrap::h50a49067c44c9054,,
0x0000000000020b20,40,spin::mutex::Mutex<T>::lock::hd8bf68c265683663,,
0x0000000000021000,40,core::sync::atomic::AtomicUsize::store::h2be4681139467879,,
0x0000000000021040,40,core::sync::atomic::atomic_store::ha5553fe0d387a4a2,,
0x0000000000004ce0,32,core::slice::<impl [T]>::len::ha0a4e5b7d539207d,,
0x0000000000005b20,32,alloc::raw_vec::RawVec<T,A>::reserve_internal::{{closure}}::h92257e96e0226456,
0x0000000000006fe0,32,core::ptr::non_null::NonNull<T>::new_unchecked::h786179ba66065691,,
0x00000000000076c0,32,core::ptr::<impl *mut T>::offset::hdee965bbbe23f1ca,,
0x0000000000007960,32,core::num::<impl usize>::wrapping_add::hb867837f8af1327e,,
0x0000000000007990,32,core::num::<impl usize>::wrapping_sub::ha2327141dd2246b3,,
0x000000000000c7f0,32,core::num::<impl usize>::wrapping_sub::h7e0daa2d64a5613d,,
0x0000000000011060,32,core::iter::LoopState<C,B>::break_value::h71cee4f716801102,
0x0000000000012500,32,core::iter::adapters::Cloned<I>::new::hfb31ee90767daaf8,,
0x00000000000127d0,32,core::slice::<impl [T]>::len::hc3803ff029a13ec1,,
0x0000000000012950,32,core::ptr::<impl *const T>::wrapping_offset::hbf06acbe695d14e9,,
0x00000000000129b0,32,core::ptr::<impl *const T>::offset::hd03fb119a3ff82cb,,
0x0000000000012a60,32,core::ptr::<impl *const T>::offset::h6b6dabfaba095d71,,
0x0000000000012ae0,32,core::slice::<impl [T]>::len::hffbe1b1071b23e81,,
0x0000000000013590,32,core::ptr::<impl *mut T>::offset::h5b3a058b7bc5a44b,,
0x00000000000135f0,32,core::ptr::<impl *const T>::wrapping_offset::hb1b85435adda715f,,
0x00000000000177b0,32,core::ptr::<impl *const T>::offset::hf34bb12cd35e9254,,
0x0000000000017830,32,core::slice::<impl [T]>::len::h53586e9b50d6fbdd,,
0x0000000000018630,32,core::ptr::<impl *const T>::wrapping_offset::h0e99345069d8cb80,,
0x0000000000018a70,32,core::num::<impl usize>::wrapping_sub::h308e9ca677103b95,,
0x0000000000018b80,32,core::ptr::<impl *mut T>::offset::h79dab96233b0b76b,,
0x0000000000018c20,32,core::slice::<impl [T]>::len::h1f23622613cbaf94,,
0x0000000000019300,32,core::num::<impl u64>::wrapping_sub::h01b9a9d47f55de02,,
0x0000000000019b60,32,core::slice::<impl [T]>::len::he038876cb5dd4621,,
0x000000000001a040,32,core::ptr::<impl *mut T>::wrapping_offset::hcf85336d9bc26f39,,
0x000000000001a0b0,32,x86_64::structures::paging::mapper::MapperFlush<S>::new::h57924ecb1468cd7c,,
0x000000000001c730,32,<x86_64::addr::PhysAddr as core::cmp::PartialEq>::eq::hc260c4e38e8f603a,,
0x000000000001dd60,32,core::ptr::<impl *mut T>::offset::h5a6c30cac97c0d06,,
0x00000000000209b0,32,core::num::<impl usize>::wrapping_sub::hee35f8b914e99737,,
0x0000000000020bc0,32,core::result::Result<T,E>::ok::hcb210471898be9cb,
0x00000000000042d0,24,x86_64::instructions::tlb::flush::hf306a1589c24bfd9,,
0x0000000000004300,24,alloc::rc::Rc<T>::from_inner::h6847c44e0d036800,,
0x0000000000004320,24,alloc::rc::Rc<T>::strong_count::h1a32b569f5186e7d,,
0x0000000000004600,24,<alloc::rc::Rc<T> as core::clone::Clone>::clone::hb62800113d0723e5,,
0x0000000000004800,24,<core::ops::range::RangeFull as core::slice::SliceIndex<[T]>>::index_mut::hdce57a1575de3d85,,
0x0000000000004ee0,24,core::alloc::Layout::align::hfaf918fa4ba5f90b,,
0x0000000000005170,24,core::cmp::impls::<impl core::cmp::Ord for u64>::cmp::h5ae0f27b946d47ea,,
0x00000000000052a0,24,alloc::raw_vec::RawVec<T>::new::h7f4da0c80532be59,,
0x0000000000005c90,24,alloc::raw_vec::RawVec<T,A>::ptr::h0caa9cfadec62536,
0x0000000000006190,24,<core::ptr::unique::Unique<T> as core::convert::From<core::ptr::non_null::NonNull<T>>>::from::h3fa5120b669ddb77,,
0x00000000000061c0,24,core::ptr::unique::Unique<T>::new_unchecked::h8cc7754125da9a4f,,
0x0000000000006210,24,core::ptr::unique::Unique<T>::new_unchecked::he0e695cbd705a4c1,,
0x0000000000006230,24,core::ptr::unique::Unique<T>::empty::h3d0b5158cc928c46,,
0x0000000000006260,24,core::ptr::unique::Unique<T>::as_mut::h9f93fbcdab6f149e,,
0x00000000000062a0,24,core::ptr::unique::Unique<T>::as_mut::hcdd5f183d737a9af,,
0x0000000000006310,24,<T as core::convert::Into<U>>::into::h8adb19f9ec04f175,,
0x0000000000006380,24,alloc::vec::Vec<T>::as_mut_ptr::h118daae11871ab86,,
0x0000000000006540,24,alloc::vec::Vec<T>::as_ptr::h6b408256109bc3c0,,
0x0000000000006570,24,alloc::vec::Vec<T>::reserve::h1d6530baa1bca5e5,,
0x00000000000065a0,24,alloc::vec::Vec<T>::as_slice::h2006930d3bc7922f,,
0x0000000000006ef0,24,<core::ptr::non_null::NonNull<T> as core::convert::From<core::ptr::unique::Unique<T>>>::from::h94b7c922f30f532c,,
0x0000000000006f70,24,<core::ptr::non_null::NonNull<T> as core::convert::From<core::ptr::unique::Unique<T>>>::from::hff4326668a574ca8,,
0x0000000000007010,24,core::ptr::non_null::NonNull<T>::cast::h2bdcf77d38a48d6b,,
0x0000000000007050,24,core::ptr::non_null::NonNull<T>::cast::h5d3f900f2a2dde08,,
0x0000000000007090,24,core::ptr::non_null::NonNull<T>::cast::h7de5ada55e7bbafe,,
0x00000000000070d0,24,core::ptr::non_null::NonNull<T>::as_mut::hc35fb67978c4d8dc,,
0x0000000000007140,24,core::ptr::non_null::NonNull<T>::as_ref::h8d25174f4d8ad402,,
0x0000000000007170,24,<T as core::convert::Into<U>>::into::h204630b1dcd020d9,,
0x0000000000007400,24,alloc::boxed::Box<T>::into_raw_non_null::h09438dfa123d7b64,,
0x0000000000007690,24,core::ptr::<impl *mut T>::add::h0e7f97fcc06b57dc,,
0x0000000000007700,24,core::ptr::<impl *mut T>::is_null::hd829920368ee6ed7,,
0x0000000000007740,24,core::ptr::<impl *const T>::is_null::hb22148a986114005,,
0x0000000000007a20,24,core::num::<impl usize>::is_power_of_two::hd3680a7f749050b6,,
0x0000000000007f20,24,alloc::slice::<impl [T]>::into_vec::hfff1af6afc06d8c5,,
0x0000000000008cf0,24,_start,,
0x00000000000090c0,24,<core::marker::PhantomData<T> as core::cmp::PartialOrd>::partial_cmp::h5983f3a2cda4622b,,
0x00000000000095f0,24,<x86_64::structures::paging::page_table::PageTableFlags as core::ops::bit::BitOr>::bitor::h0a198cad04b4da8c,,
0x00000000000096b0,24,core::cmp::max::hf2ae15168f40b787,,
0x0000000000009750,24,core::cmp::PartialEq::ne::h54e793b1035e8186,,
0x0000000000009a20,24,core::mem::size_of_val::h07537c1c6bc261e2,,
0x0000000000009a50,24,core::mem::align_of_val::h91ecad7f741770c3,,
0x0000000000009aa0,24,core::mem::swap::ha32dbdfbb577e513,,
0x0000000000009ad0,24,core::mem::forget::h2e7f44af55ffc59b,,
0x0000000000009b30,24,core::mem::replace::h0a29369ef71e1271,,
0x0000000000009b80,24,core::cell::Cell<T>::get::h35c02b5119139ea0,,
0x0000000000009bb0,24,core::cell::Cell<T>::new::h97afcf04eac3f066,,
0x0000000000009be0,24,core::cell::Cell<T>::set::h93e87926a91d95de,,
0x0000000000009f60,24,x86_64::structures::paging::mapper::MapperFlush<S>::flush::he78826cd0e0719ee,,
0x000000000000a3e0,24,blog_os::memory::BootInfoFrameAllocator::init::h3fd32e39e26a5fc1,,
0x000000000000a7f0,24,core::slice::<impl [T]>::is_empty::ha2ad8004d617f143,,
0x000000000000b1c0,24,core::ptr::read_volatile::h75bf20aa852d7e2c,,
0x000000000000b400,24,blog_os::init::hf4c2af5e79d55ae0,,
0x000000000000b710,24,spin::mutex::Mutex<T>::obtain_lock::h165c34d7b898c762,,
0x000000000000b780,24,spin::mutex::Mutex<T>::obtain_lock::h9a645ba8f06c3e9e,,
0x000000000000b7f0,24,spin::mutex::Mutex<T>::obtain_lock::he7addc5527649028,,
0x000000000000b860,24,spin::mutex::Mutex<T>::obtain_lock::hec453e2a08268abd,,
0x000000000000bb00,24,spin::mutex::Mutex<T>::lock_leak::h200b38c06b8676cd,,
0x000000000000bb40,24,<spin::mutex::MutexGuard<T> as core::ops::drop::Drop>::drop::h1405dbbd6c65db9f,,
0x000000000000bb70,24,<spin::mutex::MutexGuard<T> as core::ops::drop::Drop>::drop::h639fad25f15b16cf,,
0x000000000000bba0,24,<spin::mutex::MutexGuard<T> as core::ops::drop::Drop>::drop::hf8d666dc03012aa2,,
0x000000000000bc00,24,<core::iter::adapters::Filter<I,P> as core::iter::traits::iterator::Iterator>::next::h87498ab8f15451ce,
0x000000000000bf80,24,<&mut I as core::iter::traits::iterator::Iterator>::next::h515afcd231e2e242,,
0x000000000000bfb0,24,<core::iter::adapters::StepBy<I> as core::iter::traits::iterator::Iterator>::next::h05998ca44d2ee4ee,,
0x000000000000c490,24,core::option::Option<T>::as_mut::h9e2f0dd6f2e6c5ae,,
0x000000000000c4e0,24,core::option::Option<T>::as_ref::h100a088ea8bfdb92,,
0x000000000000c530,24,core::option::Option<T>::as_ref::h309a265dff11b58d,,
0x000000000000c580,24,core::option::Option<T>::as_ref::h99b9ecd547a86cab,,
0x000000000000c5d0,24,core::option::Option<T>::as_ref::heccf9fe1cb82b2e8,,
0x000000000000c630,24,<core::option::Option<T> as core::ops::try::Try>::from_error::h83e8a0f576d0bda2,,
0x000000000000c650,24,<core::option::Option<T> as core::ops::try::Try>::into_result::hf0b40e7d12dc0dac,,
0x000000000000c930,24,blog_os::interrupts::InterruptIndex::as_usize::h7516b15de80b978f,,
0x000000000000d6a0,24,<blog_os::interrupts::keyboard_interrupt_handler::KEYBOARD as core::ops::deref::Deref>::deref::h16f3d4286b0d3631,,
0x000000000000d6d0,24,<&mut T as core::fmt::Debug>::fmt::h947285e7cf208de3,,
0x000000000000d710,24,<&T as core::fmt::Display>::fmt::ha76a014248662369,,
0x000000000000d750,24,<core::iter::adapters::flatten::FlatMap<I,U,F> as core::iter::traits::iterator::Iterator>::next::hde39a5f08ad51bfc
0x000000000000de50,24,<u64 as core::iter::range::Step>::add_one::h46f128aef3aa16ec,,
0x000000000000def0,24,<u64 as core::ops::arith::Add>::add::h8b9d33d1ea67a55f,,
0x000000000000e110,24,core::sync::atomic::AtomicBool::new::h0928ce1b29e664b2,,
0x000000000000e190,24,core::sync::atomic::AtomicBool::store::h3d328ed2c4909c66,,
0x000000000000ea00,24,core::mem::swap::he269b2f13d16eab4,,
0x000000000000f580,24,core::cell::UnsafeCell<T>::new::hd05daa18954566e6,,
0x000000000000f7e0,24,core::num::ptr_try_from_impls::<impl core::convert::TryFrom<usize> for u64>::try_from::hb5a598e204faf3d8,,
0x00000000000100c0,24,<&mut W as core::fmt::Write>::write_char::h118655c990cc501c,,
0x0000000000010230,24,blog_os::gdt::init::he2f58f675d40ed87,,
0x00000000000102a0,24,<blog_os::gdt::TSS as core::ops::deref::Deref>::deref::h4711df4e09d68e82,,
0x00000000000102d0,24,<blog_os::gdt::GDT as core::ops::deref::Deref>::deref::h7000a46b7475b272,,
0x0000000000010c20,24,core::ops::function::impls::<impl core::ops::function::FnMut<A> for &mut F>::call_mut::hb4a77a061c403e36,,
0x0000000000010d20,24,blog_os::memory::BootInfoFrameAllocator::usable_frames::{{closure}}::hc5c0a3b9399c7ba5,,
0x0000000000011010,24,x86_64::instructions::port::Port<T>::read::hd4266f0f61c0326d,,
0x0000000000011940,24,<blog_os::vga_buffer::WRITER as core::ops::deref::Deref>::deref::hbb5bed86053929f0,,
0x0000000000011a30,24,<core::str::Bytes as core::iter::traits::iterator::Iterator>::next::h300d3be00fb5cc23,,
0x0000000000011a60,24,volatile::Volatile<T>::read::hab88ed42d55b6dd3,,
0x0000000000011a90,24,volatile::Volatile<T>::write::hce06170422270617,,
0x0000000000011ad0,24,core::result::Result<T,E>::unwrap::hc97c6b6c331ace6d,
0x0000000000011bb0,24,x86_64::addr::VirtAddr::from_ptr::h8c1f999fbc403575,,
0x0000000000012260,24,core::char::methods::<impl char>::len_utf8::h684a6a72d0617791,,
0x0000000000012350,24,core::alloc::Layout::align::h61d7a5be7e044754,,
0x0000000000012530,24,<core::iter::adapters::Cloned<I> as core::iter::traits::iterator::Iterator>::next::h3ca8f97a2630e033,,
0x0000000000012630,24,core::option::Option<&T>::cloned::h9ef3dfd004cdc985,,
0x0000000000012660,24,core::option::Option<&T>::cloned::{{closure}}::h04f85e712259a4b7,,
0x0000000000012690,24,core::ptr::<impl *const T>::is_null::h849d8d5ce863a278,,
0x00000000000126e0,24,cast::u64::hf06a8519458b6fbf,,
0x0000000000012920,24,core::ptr::<impl *const T>::wrapping_add::h016d86bba1095ac1,,
0x0000000000012980,24,core::ptr::<impl *const T>::add::h33fb28db208d6ec4,,
0x00000000000129e0,24,core::ptr::<impl *const T>::is_null::h74dc89f508ec70c3,,
0x0000000000012a30,24,core::ptr::<impl *const T>::add::h49b865d48337c01e,,
0x0000000000012aa0,24,core::ptr::<impl *const T>::is_null::hb877f185282ec70e,,
0x0000000000012cf0,24,bootloader::bootinfo::memory_map::FrameRange::start_addr::h578221d56f9ffd7d,,
0x0000000000012d30,24,bootloader::bootinfo::memory_map::FrameRange::end_addr::h80cdebcc31ca36ed,,
0x0000000000012e10,24,core::cmp::min::h97d0ae5f8b10e92f,,
0x0000000000012f50,24,<T as core::convert::Into<U>>::into::hcb5bd43af9c05226,,
0x0000000000012f80,24,<T as core::convert::TryFrom<U>>::try_from::h66d3b02e49c56791,,
0x0000000000013070,24,core::mem::swap::h5c3bd80d5f797544,,
0x0000000000013560,24,core::ptr::<impl *mut T>::add::h86947fb36d1b09ef,,
0x00000000000135c0,24,core::ptr::<impl *const T>::wrapping_add::h5d9aba42c448fd2e,,
0x0000000000013620,24,core::ptr::<impl *const T>::is_null::h3a54e8d36043b7f6,,
0x0000000000013660,24,core::ptr::<impl *const T>::is_null::hd6664d081301d0ad,,
0x0000000000017780,24,core::ptr::<impl *const T>::add::had7f572ac8d5d1b0,,
0x00000000000177f0,24,core::ptr::<impl *const T>::is_null::h597acba81f2b80b0,,
0x0000000000017960,24,pic8259_simple::Pic::handles_interrupt::hdd12f0f2d23cce5f,,
0x0000000000017c60,24,pic8259_simple::ChainedPics::handles_interrupt::{{closure}}::h345493aa5824d31d,,
0x0000000000017ca0,24,pic8259_simple::ChainedPics::notify_end_of_interrupt::h7a34c58118823682,,
0x0000000000018600,24,core::ptr::<impl *const T>::wrapping_add::h2b81c718ecd09afc,,
0x0000000000018690,24,cpuio::Port<T>::write::hc9b24c5912113461,,
0x00000000000186c0,24,cpuio::UnsafePort<T>::read::hb05ffe317b35d800,,
0x00000000000186f0,24,cpuio::UnsafePort<T>::write::he2c900b3de1e937a,,
0x0000000000018760,24,<core::iter::LoopState<C,B> as core::ops::try::Try>::into_result::h347bbfa234dbb8b7,
0x0000000000018b50,24,core::ptr::<impl *mut T>::add::h4a7c411fc7764dac,,
0x0000000000018bc0,24,core::ptr::<impl *mut T>::is_null::hcd70c3347afc6e35,,
0x0000000000018d70,24,x86_64::structures::paging::page_table::PageTableEntry::flags::hcd1e75cc470b2ce6,,
0x0000000000018da0,24,x86_64::structures::paging::page_table::PageTableEntry::addr::h1e804b1473e9ac2b,,
0x0000000000019330,24,core::num::<impl u64>::is_power_of_two::h4646cfa656639b33,,
0x00000000000197c0,24,x86_64::instructions::interrupts::are_enabled::hb303163d6a05d5dc,,
0x00000000000197f0,24,x86_64::registers::rflags::x86_64::read::h9859a5fd65f7ba70,,
0x0000000000019c20,24,<T as core::convert::Into<U>>::into::h3b94c8a59d6ad2da,,
0x0000000000019c50,24,<T as core::convert::TryInto<U>>::try_into::h834f2a4ed8c82e7c,,
0x0000000000019db0,24,x86_64::instructions::segmentation::set_cs::hd8229741a3c6721c,,
0x0000000000019e10,24,cast::u64::h839e3687400a1303,,
0x0000000000019e40,24,cast::usize::h0dead525a52eb605,,
0x0000000000019e70,24,cast::usize::h12c8400b919f5657,,
0x0000000000019f10,24,x86_64::structures::paging::page::Page<S>::p4_index::h188b2221bceeffda,,
0x0000000000019f50,24,x86_64::structures::paging::page::Page<S>::p3_index::h37020a75e5ae1b2c,,
0x0000000000019f90,24,x86_64::structures::paging::page::Page<S>::p2_index::h2b23d115440b1c31,,
0x0000000000019fd0,24,x86_64::structures::paging::page::Page::p1_index::h6d2aa5a6af8bf562,,
0x000000000001a010,24,core::ptr::<impl *mut T>::wrapping_add::h6a12fac7ffcf2992,,
0x000000000001aa30,24,x86_64::structures::idt::EntryOptions::set_present::hb9802975ff96fc79,,
0x000000000001aaf0,24,<x86_64::structures::idt::InterruptStackFrame as core::fmt::Debug>::fmt::h82f5113181c6b52b,,
0x000000000001ade0,24,"x86_64::structures::idt::Entry<extern ""x86.interrupt"" fn(&mut x86_64::structures::idt::InterruptStackFrame)>::set_handler_fn::hc9d30ae06fd5d28a",,
0x000000000001ae10,24,"x86_64::structures::idt::Entry<extern ""x86.interrupt"" fn(&mut x86_64::structures::idt::InterruptStackFrame", u64)>::set_handler_fn::hed15fc3a80bab0ca,
0x000000000001ae40,24,"x86_64::structures::idt::Entry<extern ""x86.interrupt"" fn(&mut x86_64::structures::idt::InterruptStackFrame", x86_64::structures::idt::PageFaultErrorCode)>::set_handler_fn::hf29f10ac7773b4fa,
0x000000000001b5d0,24,x86_64::registers::control::x86_64::<impl x86_64::registers::control::Cr2>::read::h9f3f63ee337cf0e0,,
